,prglngth,pregordr,multbrth,wksgest,mosgest,babysex,babysex2,hpagelb,knewpreg,trimestr,priorsmk,postsmks,npostsmk,getprena,bgnprena,pnctrim,workpreg,workborn,didwork,matweeks,weeksdk,matleave,matchfound,stopduse,whystopd,whatmeth01,whatmeth02,whatmeth03,whatmeth04,resnouse,wantbold,probbabe,cnfrmno,timingok,toosoon_n,toosoon_p,wthpart1,wthpart2,feelinpg,hpwnold,timokhp,cohpbeg,cohpend,tellfath,whentell,tryscale,wantscal,whyprg1,whynouse1,whynouse2,whynouse3,anyusint,birthord,datend,agepreg,datecon,agecon,fmarout5,pmarpreg,rmarout6,fmarcon5,learnprg,pncarewk,paydeliv,lbw1,bfeedwks,maternlv,oldwantr,oldwantp,wantresp,wantpart,cmbirth,ager,agescrn,fmarital,rmarital,educat,hieduc,race,hispanic,hisprace,rcurpreg,pregnum,parity,insuranc,pubassis,poverty,laborfor,religion,metro,brnout,yrstrus,prglngth_i,datend_i,agepreg_i,datecon_i,agecon_i,fmarout5_i,pmarpreg_i,rmarout6_i,fmarcon5_i,learnprg_i,pncarewk_i,paydeliv_i,lbw1_i,bfeedwks_i,maternlv_i,oldwantr_i,oldwantp_i,wantresp_i,wantpart_i,hieduc_i,hispanic_i,hisprace_i,parity_i,poverty_i,laborfor_i,sest
tellfath,-0.020143916526986095,0.010804732948708594,0.08211740807125992,-0.020940857094040685,-0.00867131108879157,-0.007003652103395635,-0.11142565833670258,-0.05971409616990877,0.06614904556907114,-0.2182178902359924,0.03451568205946768,-0.02395479934466358,0.09194163295456273,0.22629987848718977,0.0293899920292178,,0.03584340019315385,0.08581201520599077,-0.014471817803506173,-0.026805119506579964,,-0.03217860383854123,0.0415859946899222,0.03706659177935598,0.17308751092412036,-0.025753639381325907,-0.008644575768664089,0.14469835253435706,,0.20258192223140853,0.14194964856074918,0.36457279887240723,-0.08084520834544434,-0.04810989556688753,0.10015035228428322,0.10658183615514334,0.22790937415385076,0.2662718796812545,0.3930273950525107,0.22754822687009096,-0.006974067506867726,0.1259654063147581,0.08398034793007218,1.0,,0.4084009531427241,0.30057805000934973,0.22524815728708203,-0.08854884762804582,0.11191985611463613,,0.02370620342154307,0.021514273187588962,-0.050641240266961936,-0.07362300951307033,-0.05049852948374753,-0.07347025189945541,0.18055933555712758,-0.17772473987591986,0.18103934329323476,0.17839654161978907,0.05311794037470246,0.22003104930928458,0.12437640285574988,-0.022473506094540484,0.06919641222844969,0.006556175676429331,0.13481873899824712,0.16535760162172167,0.13491330565464296,0.1578703097781985,0.01751576073900998,-0.017861194722088317,-0.017861194722088317,0.13788637558420372,0.14293814088212264,-0.09496409501923363,-0.0739203202695778,-0.03804076843578019,-0.04165846062139465,0.004002743009657573,0.01845666244759002,0.0913687799551674,0.08126706667865326,0.055494665120907984,-0.11289187390115459,-0.1028670795682456,-0.00597739826559867,-0.04573250059828237,0.0034933095586827485,0.029347988895601508,-0.019631201322456104,-0.01237370332661105,0.06785516856860524,0.04919737277259625,0.06326093513903124,0.04772479637960149,0.08576743961209156,0.08036987371327214,0.08174730591409946,0.08245112608310151,0.011278133670401607,0.05415954275273169,0.07308560520974561,0.06844366829848433,0.013324340531193489,0.06785516856860524,0.12713116651743217,0.2734710155720634,0.12713116651743217,0.30650021396266686,-0.0037350512281143894,-0.0037350512281140794,,0.10484788429315227,0.04379260869179371,0.13508896804153483,0.007774704256167396
whentell,-0.01997956839632618,-0.028492754680089157,,-0.010268540827090217,-0.006748143053181198,0.0032850106077073346,,-0.018976196171255337,0.013711004865768529,,0.021501665576968837,-0.002737057283124518,0.028633802633762237,0.05996824173047515,0.0961605646972329,-0.3779644730092272,0.006053340617429452,0.06692998429103954,0.07420293087762178,-0.03565623591967604,,-0.024516882529171363,0.02285716395254816,0.024185976208534375,0.04096194262392357,-0.024034509585143693,-0.00901267183413429,,,0.04532593778886518,0.04872703723099612,-0.08532328893794243,-0.06249999999999997,-0.005591634310122189,0.030905754297504705,0.05454694947610434,0.04061670179052448,0.05948617066828956,-0.025328275782720566,0.07487919256320541,-0.022014182583039197,0.05381162683795561,-0.02227113454440423,,1.0,-0.003985101143341269,-0.025524256542704425,0.01823724718529166,,,,0.013203494585910303,-0.018291461656993697,-0.04506359217639501,-0.07243509585950811,-0.0449298760867826,-0.07230187690052675,0.10115512767865312,-0.09869861856425553,0.10191189318613104,0.09605719855823647,0.032455302239071754,0.05853366753384429,0.018509527597304416,-0.010737706883016137,0.05000081230841851,0.04522972311289416,0.061148739282913235,0.07302705318782671,0.061195427235774015,0.07314831017312698,0.021981303752066535,-0.021179644602484296,-0.021179644602484296,0.08877173028854086,0.073030393475523,-0.04004815288410503,-0.0316889883452045,-0.03533574319271051,-0.008920589875727867,0.012610064275386128,0.016243415406941006,0.012342989402796335,0.011402713347853555,0.029056127477987692,-0.016098769338151457,-0.04531849741062674,0.02096791858643436,-0.02165847561895808,0.017344955460229305,0.0067004192502065005,-0.008941242325641415,0.05567029040583383,-0.0025637769601275047,-0.004686761510447756,-0.0027694473023773774,-0.004802939050425198,0.0025081672706553453,-0.005242347305557417,0.0029087341846535304,0.004188648761969473,-0.005200543514245209,-0.0026479537146313465,-0.001479659553360941,-0.0024420776865944982,-0.0036277067173073763,-0.0025637769601275047,0.01586467509836029,-0.0031408290784370385,0.01586467509836029,-0.003472948812108252,-0.0018123700382268028,-0.001812370038226644,,-0.006384581171649412,-0.008558896343274641,-0.0023401847987132443,-0.006203787672488571
npostsmk,-0.019531878158108373,0.2650190548848339,,-0.02537980828735859,-0.0785076000372317,0.08633126574508893,-0.41666666666666646,0.1014629712971462,0.04585824795176307,,0.4931280823203991,,1.0,0.08170862092235862,0.06142070058429701,,0.12204216054338533,-0.035916036114987664,-0.13894570872509548,0.1152905054462452,,0.05285139781029501,0.03898781866175142,-0.055266947503371015,0.02836391105734762,0.029497979284678632,-0.12424165124154546,-0.44172610429938614,,0.1459512889714809,0.13596823324168852,0.3234215794076912,,0.027854622340771604,0.00510172283086235,0.032825584334599894,0.0056492886473504126,0.04523095222600054,-0.05032357650397282,0.11854379377563626,0.030288272661301286,-0.0801468956724851,-0.06393623261762593,0.09194163295456273,0.028633802633762237,-0.0694905203245402,-0.04811556483695776,-0.15882315055164253,-0.015912564505280564,-0.1684303842133038,,0.04368031074080646,0.2830309303951474,-0.011685234385065331,0.09811852499730905,-0.009542173184601795,0.09866790054682646,-0.05930220173376882,0.07037854521892094,-0.056643617781062874,-0.1091093669625421,0.054410453186166254,0.11892076244068553,0.04433151299367948,-0.10795595614229282,0.19901670164088467,-0.11880129291831192,0.12718496622955558,0.09779801634915532,0.12718496622955558,0.09573382841414503,-0.09800788590126165,0.10079480386170066,0.10079480386170066,0.031275721613548996,0.042876788668408106,-0.15883012414021458,-0.16305814843925137,-0.035112947530039164,0.13971318822821813,0.09828569802988386,-0.01234717843716287,0.2564514867570344,0.2169902802952539,0.066221364157582,-0.03456960709003056,-0.16975589281709286,0.11605330996884168,-0.041584382418766885,0.06959539817581546,0.05589251643796722,0.007135863509933329,-0.038003412975029204,,-0.026839109779694042,,-0.026839109779694042,0.13919541236078758,0.19450144843922892,0.13877560030300296,0.16377987323860996,0.005478853643133092,,,,,,0.03151952272343533,0.01815259292153598,0.03151952272343533,0.02570355317398297,,,,0.00035037263331425526,0.06375860129233456,,0.03382590549812016
maternlv_i,-0.019026509084157553,0.028546423263065338,0.27017805833580794,0.05995613895367183,0.1673842706709739,-0.0220502333454715,-0.08253890255333428,-0.014913987669557304,,,,,,,,,0.03887576178926562,0.05923967128159611,0.22243243361140097,0.21864298872063198,0.317999364001908,0.3330843920446686,0.049489153935132146,-0.002091944704147687,-0.016485608250741496,-0.008058095475029598,,,,0.038059898853265446,0.054436734020563635,0.09049984764854536,,-0.005832347325011566,-0.005122215203801896,-8.551362767099067e-05,0.018359515089834976,0.033300328716608846,-0.02735272256636902,0.03066745737468439,0.004802763610376129,0.014393456430203481,0.010166356147930891,0.06785516856860524,-0.0025637769601275047,0.06596881921950802,-0.025828452226114147,0.053768580167980605,0.15039135222610472,,,0.016431560092393733,0.0174033655863763,0.005266351852922502,0.03184659310298172,0.005368171685615209,0.03196916959343588,0.024627359276124833,-0.007892290968172313,0.02504362815396102,0.016006822506312617,-0.012195802088887273,-0.008592280129181187,0.028047508216500254,-0.011496383008247946,-0.011825336912981764,-0.03543488611574158,0.031602502681369014,0.014325730368383088,0.03161715510668269,0.014433057837242027,-0.021918539092117464,0.021288838908799256,0.021288838908799256,0.016716347731543214,0.009797080139967662,-0.02481949788644965,-0.01804338797027148,-0.026128392061920625,-0.006381887007830962,0.004137017567573124,-0.004740814835560177,0.022269401616946065,0.0666145079565489,0.009794152448634682,0.006132044376100342,-0.00766790860937512,-0.0029768311286891194,0.0132066863664801,-0.00817161323952853,0.032137000362110646,,0.01398561541647961,0.9736862977522677,0.6359243484355694,0.9476692690142335,0.6274656724156517,0.10024394437806151,0.29370001113482036,0.10416642857123888,0.10563531150920269,0.3032723496713898,0.8448774233002467,0.1484665492570787,0.2423468030970203,0.5186873610858147,1.0,0.022708071829640217,0.0544561788357197,0.022708071829640217,0.046600961574233685,-0.000755854136957799,-0.0008728343208074462,,-0.0036118272283820656,0.07349956695127717,0.09017076861958118,0.009738158963726434
whystopd,-0.018664269071714812,-0.035741543131433635,0.011268723396380256,0.002712209167590745,0.014259065963176304,0.002755747391907141,-0.022271770159368636,-0.2656374722007056,0.06007015823199596,,0.1586779305824173,-0.13104832846546263,0.02836391105734762,0.05221405988069737,0.08678986680604604,,0.07854594850690182,0.08211489822667163,0.08678330610330205,0.053143638143092926,,-0.04429720030838204,0.05629018982213324,,1.0,,,,,,-0.021057821652468882,,,-0.2836644633263582,0.01503142110047822,0.1800895663052558,0.2153666379013466,0.302563286517919,-0.5534278872420005,0.3755332445692408,-0.24262447696393702,0.3460844930976065,0.2823531117730508,0.17308751092412036,0.04096194262392357,-0.6200381918228116,-0.70343669298414,0.07340252743933794,0.09816135651097471,0.0,,-0.013315008710430471,-0.023071204254544106,-0.08775650974671476,-0.3272058332868184,-0.08750205491739915,-0.32694762967103386,0.4122056589894657,-0.4056417046609479,0.4150680343691482,0.46114643128724536,0.14051886338557898,0.09470077229133714,0.21942792324009688,-0.024124830942729967,0.14118861087563317,0.003142756087465826,0.6123087102704678,0.4446053420673311,0.6123087102704678,0.4446053420673311,0.20615914948403924,-0.20690787305098432,-0.20690787305098432,0.3029990334071351,0.2630521955548748,-0.21594964537127853,-0.19481341924399156,-0.1868906247574376,-0.02333177583859482,0.09441637754599215,-0.021064492494390758,0.08754479619689066,0.07180835408881518,0.028819738957754668,-0.21792568982625024,-0.22444478980745028,-0.012852820365110778,-0.02067340059655094,0.0690909299127759,0.07368853708312552,-0.023765861333227584,0.056640951838008394,-0.016485608250741496,-0.009975911494632245,0.001465303634976198,-0.0012804671474175076,-0.004747071624235114,0.022377066560114737,-0.0030276866648008176,0.003051094155719059,0.023056539303947826,-0.019037858604941598,,0.03655992033838039,0.0014653036349761852,-0.016485608250741496,0.10108352017282403,0.02312432298946803,0.10108352017282403,0.02312432298946803,,0.025847862195071205,,0.018903957395381296,-0.03292864039867454,,0.010434670181007672
hpwnold,-0.018099988227255497,0.029275473081239727,0.10446889720080135,-0.006145751922685056,0.003251504842100334,-0.00949919443580871,0.008725315284838608,-0.08842163730867543,0.048194571418948846,0.15811388300841897,0.1139583137196017,-0.11675304187649811,0.11854379377563626,0.05366153311548272,0.075582082438116,0.024159006344397486,0.05525417756755453,0.061989661670350804,0.045839469305075944,-0.022925431687487695,-0.2877137102874406,-0.09091163285311393,0.04640779531455379,0.16205729558868034,0.3755332445692408,-0.027746517734703872,-0.03461326984094211,0.08830873096642525,-0.5089025260615638,0.343495842266828,0.29171170756094383,0.2675566564033823,0.10448925095464313,-0.0681308397228417,0.10063281609808558,0.0999202074743437,0.34464004820910854,0.43985407274863797,-0.09872661240057103,1.0,,0.3054951465171008,0.30082476685160314,0.22754822687009096,0.07487919256320541,-0.09831600756439891,-0.17543222355270904,0.056772789937144665,-0.062134411913353775,-0.07719007059900705,0.408248290463863,0.012993547130283865,0.05549844167110455,-0.05524671526528681,-0.1427284892096677,-0.055144709372951156,-0.1425970365551277,0.28396023440515483,-0.27511948451123724,0.2946462333983255,0.26595751425758335,0.10223698858920252,0.08279976833493011,0.13464198675682132,-0.024494218408850934,0.11267069771841441,-0.0020831921483150536,0.3778666954066785,0.9183038349228526,0.37761686415261647,0.9122515263392946,0.06716188129672823,-0.06980131004619163,-0.06980131004619163,0.22328295293951697,0.21624415168178407,-0.12642985324473788,-0.1122422088747451,-0.07842334560093978,0.031995456074558226,0.0774758961705518,0.016906462673661107,0.06827490199507075,0.0649276085510918,0.041423408753606776,-0.10563460980638442,-0.1350842440484411,0.003255264462063535,-0.010129880478507157,0.04339360264662856,0.062982024973082,-0.037944453569090784,0.04459955404344451,0.03370135949379776,0.028728516172263303,0.03699177391492968,0.031314378614507664,0.018527935826245925,0.021010288105268154,0.01819190275149461,0.02575303317564904,0.013873841036774942,0.02754298793457248,0.014393603846322685,0.030712467970936824,0.012307317991313873,0.03066745737468439,0.08675906485617288,0.06545117674656269,0.08675906485617288,0.11243939491690712,0.017833448269056872,0.0007323825173489552,,0.026961257225669562,-0.013875634279789604,0.028427747305874225,0.000896655970397027
agecon_i,-0.017600306614056517,0.01405876598470337,0.27017805833580794,0.07764577976016006,0.2099085577200803,-0.028648862420169945,-0.08253890255333428,0.0013656515898068816,-0.0002007709514301829,,0.013515551772604776,0.0007470246239109364,-0.026839109779694042,0.04235783981718482,-0.010766376312677487,,0.03543448054046982,0.005340355224138858,0.22243243361140097,0.08441361946802475,0.317999364001908,0.15555285277793807,0.04667040138518875,0.008182825784145586,-0.0012804671474175076,0.00400804587977448,-0.02853911828856707,,,0.0266413235504896,0.026163611653201194,0.09049984764854536,,-0.009549498437173124,-0.011034994710785886,-0.007409256140600203,0.02050561626098041,0.02773775077145958,-0.0165256514465311,0.031314378614507664,-0.006883257736027232,0.009769297979853903,0.0047411390361480005,0.04772479637960149,-0.004802939050425198,0.056562035739447555,-0.02162498265572649,0.05301469828541133,0.15039135222610472,,,0.006163348051257847,0.0009807664062085647,0.015453476663373947,0.016827027559331742,0.015566866479649884,0.016968854916983953,0.007740346181411487,0.000731129216568684,0.008439071466887257,0.0044108900339006945,-0.004217150096727149,0.020005507254103924,0.04339460838080643,-0.01785420103694297,0.006790966040029969,-0.04273102322416578,0.01678759653654696,0.021998777821695074,0.016803781116405368,0.022168272316923206,0.0008424250118855028,0.001989674086788919,0.001989674086788919,0.002644890560928904,-0.0032376900696698225,-0.007157242315975952,-0.0014947763434627413,0.020012943751879928,-0.0036562421626212776,0.038319686094187226,-0.01151348943910246,0.009576747227706198,0.028674459435278278,0.0015410808374658827,0.005090835050624087,-0.012368396393221587,0.015509415377973474,-0.0264904099633089,0.0007124707837442434,-0.01622309869191788,-0.013202002758133114,0.02736300192353564,0.6109547275412269,0.9866986127505626,0.6318610970993138,1.0,0.06433478565416363,0.21478279651011722,0.06761311705101607,0.07573662848146083,0.18782742154807341,0.5297632284458689,0.09267076862754975,0.15106998874325303,0.3244203657801738,0.6274656724156517,0.010205349956176387,0.0323272267266671,0.010205349956176387,0.027085924753275408,-0.0012046143242349465,0.16121504070058074,,-0.005756214861087576,0.09662300237866978,0.0555352053078054,-0.0003556353964232637
datend_i,-0.017207240899231625,0.03256613729302857,0.25440285411673685,0.05482785145980211,0.15289033567296453,-0.022542783746947823,-0.07771960652383005,-0.014913987669557304,,,,,,,,,0.03887576178926562,0.05923967128159611,0.22243243361140097,0.21864298872063198,0.317999364001908,0.3330843920446686,0.04914042874971472,-0.002091944704147687,-0.016485608250741496,-0.008058095475029598,,,,0.029634958520936026,0.054436734020563635,0.09049984764854536,,-0.00431604089989033,-0.005122215203801896,-8.551362767099067e-05,0.01280252924899987,0.033300328716608846,-0.03295030912269338,0.03370135949379776,0.004802763610376129,0.010624303336957925,0.006708551412318791,0.06785516856860524,-0.0025637769601275047,0.059093267455682816,-0.019912428145940825,0.053768580167980605,0.15039135222610472,,,0.015999184912654386,0.023522743646304526,0.007135157764395331,0.03545148148711394,0.007225315636301553,0.03555977816645759,0.024328993503088737,-0.0052706351661955765,0.0251988207474438,0.01610017127204136,-0.01243372242940055,-0.007212683259272757,0.02959652725560792,-0.00983650073429376,-0.007527502773497492,-0.03375152417487769,0.027351846774284715,0.018779612884655985,0.027365383836679066,0.018893139485557625,-0.023151082292252857,0.022228522448934755,0.022228522448934755,0.017657396479410947,0.008349989591636351,-0.024166405009128644,-0.018816206529513168,-0.027500818422911473,-0.004323381121285077,0.0066998697668387815,-0.003795621217045356,0.02647406006749265,0.08307991971577845,0.011577721123200923,0.0025739413953912906,-0.009720879598631958,0.00043420201824932654,0.01374068489616749,-0.009810606789223552,0.030574830954963866,,0.012565832231013483,1.0,0.619190824478766,0.9732852092803184,0.6109547275412269,0.10008980924177756,0.29256412743302845,0.10398645679298414,0.10544002094975728,0.295292131362234,0.8226455703479754,0.13547885659229228,0.22113397932918627,0.47335497314185604,0.9736862977522677,0.02047121719241608,0.04958746070320581,0.02047121719241608,0.042398074076196515,-0.0007359648162551222,-0.0008498668183779193,,-0.0035167866821243497,0.06648344479383524,0.08223552899820255,0.012461603550036015
rmarout6,-0.01683376343256991,-0.04347509820855092,0.2467702971633736,0.0010135226564348845,0.01569453424990411,-0.029421286427671212,-0.006403700185248048,-0.30056947791159305,0.06628420197643387,-0.4082482904638629,0.1770893990605754,-0.14095389294601043,-0.056643617781062874,0.08501374303456453,0.10774818255738818,-0.2310603576749782,0.09885093907003929,0.09236677167416074,0.05129853267127839,-0.057821133036573276,-0.11115087508833432,-0.15734859844464477,0.05833694974695758,0.17029320585134733,0.4150680343691482,-0.1054653350801699,-0.19490796717962078,-0.02595931227842044,-0.3158710102332196,0.31543521044031825,0.11966596432239536,-0.08551877281148043,0.07082142317965108,-0.14608506406110877,0.0368911799511457,0.06855239109209453,0.28832240673574133,0.23673957660266523,-0.18739832922153643,0.2946462333983255,-0.11564508912787973,0.35960718250147355,0.3450611622610505,0.18103934329323476,0.10191189318613104,-0.19811502686001115,-0.2550341180712675,0.07850687137693163,-0.06813896460046705,-0.13227483421673686,-0.17206180040292135,0.018307699544986622,-0.03727675811792404,-0.07689586835875355,-0.4143295668840632,-0.07681355275459445,-0.4141921249709774,0.9752580454082362,-0.9474875104381554,1.0,0.8450332339087705,0.14158072372002417,0.13742018302464581,0.31985823263786584,-0.051158929085751884,0.22609103165415165,-0.019753128749880392,0.30031011155241655,0.31915113070188,0.3001092926554001,0.31903948633062845,0.27683125142391635,-0.27869883900120496,-0.27869883900120496,0.6306273130231381,0.5209813222055444,-0.28864405679266447,-0.2737145578300044,-0.2786743366574864,-0.028686945150513114,0.157871931908364,-0.016382244783617755,0.11849090642605704,0.09727009192198266,0.12216406247436962,-0.33120875167433794,-0.33482083752618563,0.006324645619329045,-0.04730574528513488,0.0555685350153772,0.05651424829248994,0.011472449513253267,0.05256279105073403,0.0251988207474438,0.006143514044405557,0.027884781573273402,0.008439071466887257,-0.07641414197043066,0.04920514541233237,-0.09695506765389042,-0.054732033328980016,0.011321483438484959,0.02160437911694538,-0.0018532861172525599,0.00941810743592013,0.007502466794765471,0.02504362815396102,0.038691496212505776,0.023883655508751787,0.038691496212505776,0.026698494688327957,0.0008645405360465829,-0.008417016167999801,,0.02934135036664608,0.005366651813098543,0.016395303855869674,-0.0033830140349360004
lbw1_i,-0.01620707470264622,0.01605607574420178,,0.055831671542318155,0.15088789626988483,0.011030844292736744,,0.013857620002413917,-0.004955059799984299,,-0.009343360480714933,0.006932127513408858,,-0.0023622222441760632,-0.010343195201669042,,0.016685146872014892,0.030449680638626637,0.22243243361140097,0.1560927079288588,0.317999364001908,0.2320645686038689,0.0271014319557354,0.011931544758417444,0.03655992033838039,-0.01501377174580718,,,,0.02134391039904286,0.026153493343120175,,,-0.016198561116620463,-0.006724912283825857,-0.008299214779723094,0.001195024525108083,0.028133278500248077,0.002353251800719719,0.030712467970936824,-0.01404280302035361,0.005367252811530946,0.010092101612483256,0.06844366829848433,-0.0024420776865944982,0.2660015484962241,0.01269115774914422,,0.13261721257383077,,,0.013996657017874257,0.027495457653761338,0.0029336154826813165,0.004078900355126423,0.0030617258327394333,0.004232687762861069,0.007518152229099971,0.00120738443206218,0.00941810743592013,0.005403645072260177,0.0007852609349873063,0.0401723409184149,0.015255262479438007,-0.03150663510907272,-0.025572153989226753,-0.013012250008429658,0.013245761413433527,0.009184167414943004,0.01325532391085719,0.009269952100313972,-0.0005873078494965147,0.0006220015650191379,0.0006220015650191379,0.0158171387767493,0.005712364360335018,-0.003516220657186741,-0.0031160361619292395,-0.011370248090949227,-0.0016557507246266715,0.010099263088871093,0.007445776099786952,0.008757314517090099,0.04020461883394138,-0.0028821704191216257,0.008619478346502141,0.0058292305308980915,-0.01495526548122627,-0.006156997837343488,-0.022485198384084543,0.001994071885206837,-0.007430129372710806,0.012964735803435668,0.22113397932918627,0.1531504404764637,0.2151626640592129,0.15106998874325303,0.008410526251718937,0.021133576009955364,0.009353477941556434,0.009881509044626648,0.1092199407933911,0.30755273224506474,0.27173461837914925,1.0,0.3151145108959315,0.2423468030970203,0.045567298760831064,0.10134868004573011,0.045567298760831064,0.08731277188267168,-0.0006438482439311651,-0.0007434937737543393,,-0.0030766102938003716,0.024136717377814778,0.16579234234453885,0.014128959643024365
toosoon_p,-0.015972179769081257,-0.009381515566054727,0.5818356781472759,-0.014529157578603655,-0.00755610908700616,0.020191848630287047,-0.19636596471098805,-0.01188631529383965,0.004782848494400905,,0.10607018753483691,0.00237354089721435,0.032825584334599894,-0.02726265814481036,-0.01556226972010948,-1.0,0.019125370259780273,-0.01580450131901353,-0.0631298370487515,-0.07724428349239772,,-0.031980282681293146,0.040053940422304944,0.05916209851047081,0.1800895663052558,-0.03821576056298934,0.02437686585076354,0.22438360738935892,0.8219949365267866,0.0719002658519989,-0.0014113944880913185,,,,0.6899004733440122,1.0,,0.13258281796492027,-0.04003180191454945,0.0999202074743437,0.0036333547621014745,0.05261122948390507,0.07763464851664019,0.10658183615514334,0.05454694947610434,-0.06600262686637237,-0.13366984625348652,0.0332634509887258,-0.03673062974482275,-0.13850924687924931,,0.002473491446734452,-0.024243356462465202,-0.028749264783191043,-0.008165562192297778,-0.028567334101018072,-0.007909927567611176,0.07085152618589106,-0.06632420907643514,0.06855239109209453,0.08388600578333824,0.0054830132400945685,-0.02603621503392148,0.0035812607811387437,-0.011929986528641863,-0.003751592835524578,-0.020377860021315204,-6.0453182566009184e-05,0.08661242594208396,,0.08816610164844249,-0.02311605617984763,0.022785383924626004,0.022785383924626004,0.04700847022034158,0.04539465829191303,0.03620472778680951,0.025502725575691543,-0.005379963030288628,0.04254067025860901,0.05358766545537989,0.016273696154112498,0.011085756865278086,-0.0217202139599064,-0.011234900145680163,0.02695869697487603,0.02268006161455218,-0.059839396962816226,0.0024653473669049783,0.08467517746880109,0.06253716986193847,0.011820986103661767,-0.008697046436585277,-8.551362767099067e-05,-0.007835458175091601,-0.00010475678722094296,-0.007409256140600203,-0.0006962933647385246,0.013316635801714976,0.0013962388278006316,0.005545947543736718,-0.00012936197961796862,-8.551362767099067e-05,-6.045318256601525e-05,-0.008299214779723094,-0.021778366482631407,-8.551362767099067e-05,,0.05717999248987169,,0.0409580283192412,-8.551362767098923e-05,-8.55136276709896e-05,,0.02219034142904328,0.018943236746905835,-6.045318256601605e-05,-0.014572006786637724
timokhp,-0.015487441327763,0.04948484983240485,0.12258940019196395,-0.018236588319071722,-0.008742243851553668,0.008792270064760795,0.06546039320799472,0.1549992781044316,-0.028749860932976795,0.21821789023599242,-0.034233280101944534,0.002819165795145609,0.030288272661301286,-0.011848204342937882,-0.061774969915774074,0.5095246653650682,-0.026129226133256706,-0.01829017806495812,-0.005628017453989326,-0.02724284824055429,-0.5477225575051661,0.04994394872600568,0.01837389119332062,-0.13912006903465055,-0.24262447696393702,0.006724995429902093,0.04018059359275609,-0.16708877619854318,,-0.1548046142525405,0.0453910933926847,0.040362939779799094,,0.3690054768880943,-0.025220136521003612,0.0036333547621014745,-0.023278698527122513,0.1469058634661502,0.1971115237332799,,1.0,-0.11802153151354666,-0.06140642264042227,-0.006974067506867726,-0.022014182583039197,0.3940969499198947,0.40455595503167613,0.13682546453274547,-0.05719029869566715,-0.11729517060335434,0.8660254037844387,0.024634462939961004,0.0405935617046083,0.04331162342475485,0.17882200550540928,0.04346153766884889,0.17898879204059162,-0.1174814517103164,0.11927997223395712,-0.11564508912787973,-0.15598647029995164,-0.05326728161283972,-0.04080006236331108,-0.09872715878358314,-0.000153111970902092,-0.017835055878361653,0.007096266687379778,-0.21474797007072882,-0.5214769267935163,-0.21474797007072882,-0.5214769267935163,-0.10908939783624537,0.10932358936568705,0.10932358936568705,-0.07830814362982982,-0.057923220807912644,0.05130580138867927,0.047837212372789616,0.02345059459700649,-0.012953010258683489,-0.006296667659607308,0.008013413064440991,-0.0028200758411962646,-0.003644341644706846,0.006937734475812126,0.03783506299503071,0.054645377069761226,-0.009069833025851579,-0.0028836056058876717,-0.00796280834013546,-0.04156877324571085,0.03874345832048861,-0.02520774924038996,0.004802763610376129,-0.006883257736027232,0.004802763610376129,-0.006883257736027232,0.04780112622904361,0.029460304872086507,0.039855255913937494,0.041437685899989765,0.0015689286689202098,0.00018608960886719797,-0.010327347554648961,-0.01404280302035361,0.0015414276791355375,0.004802763610376129,0.019576377243705225,0.41293064037226657,0.019576377243705225,0.41293064037226657,0.0016971748058640134,-0.0074528471577887745,,0.014112946571183744,0.022355365582062484,0.003796094897456804,-0.010167759468314533
pncarewk_i,-0.015486939320990468,0.04338568100583928,0.27017805833580794,0.05104161129997368,0.14184154096030627,-0.02437101338867669,-0.08253890255333428,0.009170947256457177,0.0028595906488580523,,0.0032045910244874218,0.006932127513409024,,-0.0023622222441760706,0.221589795525803,,0.03601486119623868,0.05923967128159611,0.22243243361140097,0.21864298872063198,0.317999364001908,0.3330843920446686,0.05169264595877556,-0.009389705440551649,-0.019037858604941598,-0.008058095475029598,,,,0.026128792942756596,0.054436734020563635,0.09049984764854536,,-0.0023033264416102654,-0.005122215203801896,-8.551362767099067e-05,0.00654185018321505,0.033300328716608846,-0.020623710060877407,0.02754298793457248,0.00018608960886719797,0.008347467612287787,0.004258244314077346,0.05415954275273169,-0.0026479537146313465,0.0696139541484683,-0.016906326585155992,0.053768580167980605,0.15039135222610472,,,0.017592629695442636,0.040766650085074047,0.013043546576571937,0.04851701717836135,0.013119294884206245,0.04860756941636247,0.02037749543508696,0.0004911747947035023,0.02160437911694538,0.01189683985227064,-0.0002158219225131734,0.029428145836859994,0.030566347533120482,-0.0072811657698817565,-0.018942762582127574,-0.03659934825980497,0.021171645240999837,0.014778844745045545,0.02118462990174268,0.014892711653941747,-0.028458031802461443,0.026936120052856734,0.026936120052856734,0.014792137636710013,0.0037244944328157902,-0.017504512819160514,-0.013745954708174782,-0.035604539296576664,0.00016966323923436267,0.014325099424305874,-0.002036958055159059,0.02903228658617509,0.09843723155967173,0.012376399304044442,0.003420038215105508,-0.005526586072844451,0.009156817661164593,0.017404928192117947,-0.015616128327161749,0.0317538906479524,,0.01107820163315864,0.8226455703479754,0.536921078770201,0.8006417501990146,0.5297632284458689,0.08202945672148491,0.24730423613234784,0.08544095181802387,0.08677596421734939,0.2901768459829814,1.0,0.12532226264212595,0.30755273224506474,0.5357793605876651,0.8448774233002467,0.018240763586735577,0.045578338315687666,0.018240763586735577,0.038868638573212384,-0.0008092635063556784,-0.0009345096208211491,,-0.003867042362109243,0.05986961203878506,0.07593932803121663,0.02223094731553053
