,prglngth,pregordr,multbrth,wksgest,mosgest,babysex,babysex2,hpagelb,knewpreg,trimestr,priorsmk,postsmks,npostsmk,getprena,bgnprena,pnctrim,workpreg,workborn,didwork,matweeks,weeksdk,matleave,matchfound,stopduse,whystopd,whatmeth01,whatmeth02,whatmeth03,whatmeth04,resnouse,wantbold,probbabe,cnfrmno,timingok,toosoon_n,toosoon_p,wthpart1,wthpart2,feelinpg,hpwnold,timokhp,cohpbeg,cohpend,tellfath,whentell,tryscale,wantscal,whyprg1,whynouse1,whynouse2,whynouse3,anyusint,birthord,datend,agepreg,datecon,agecon,fmarout5,pmarpreg,rmarout6,fmarcon5,learnprg,pncarewk,paydeliv,lbw1,bfeedwks,maternlv,oldwantr,oldwantp,wantresp,wantpart,cmbirth,ager,agescrn,fmarital,rmarital,educat,hieduc,race,hispanic,hisprace,rcurpreg,pregnum,parity,insuranc,pubassis,poverty,laborfor,religion,metro,brnout,yrstrus,prglngth_i,datend_i,agepreg_i,datecon_i,agecon_i,fmarout5_i,pmarpreg_i,rmarout6_i,fmarcon5_i,learnprg_i,pncarewk_i,paydeliv_i,lbw1_i,bfeedwks_i,maternlv_i,oldwantr_i,oldwantp_i,wantresp_i,wantpart_i,hieduc_i,hispanic_i,hisprace_i,parity_i,poverty_i,laborfor_i,sest
wantpart,-0.009810679160951914,0.008716983420182402,0.09063222209626373,0.0023147589385961657,0.0034412491807917626,-0.01253026729957201,-0.002413948769785269,-0.14148198989010247,0.05612751028135086,0.10570328451633801,0.12791574879728287,-0.11962931552852794,0.09573382841414503,0.0405779473734421,0.09674081308859146,-0.15498260496951663,0.0721479097083495,0.0657365143551978,0.0641623850896896,-0.02398955791685287,-0.1483061272772161,-0.10832965607494681,0.042650938792834325,0.21564243786995696,0.4446053420673311,-0.02632450579455561,-0.049329075957402185,0.1344627949851001,-0.5089025260615638,0.39269855862685427,0.2611380868387695,0.12152741930955757,0.08680003787638842,-0.1717541990111124,0.08747250014019305,0.08816610164844249,0.3283899028784203,0.3284271566311409,-0.24101882926555374,0.9122515263392946,-0.5214769267935163,0.30694954061700797,0.29057493848216964,0.1578703097781985,0.07314831017312698,-0.2629511962145792,-0.3094882487325367,0.022611342243956854,-0.023776375337632917,-0.18060487751429036,0.062499999999999986,0.00729870069719648,0.0318589583163926,-0.07173678877858067,-0.2065180149657867,-0.07166764635181094,-0.20642144469865578,0.3084071835243006,-0.3003513959588985,0.31903948633062845,0.3105088907210217,0.12093670793280334,0.08297545480965846,0.16876543771913627,-0.025716760497446967,0.11468290592175782,-0.00759126365571497,0.4507914141508184,0.9974038045436828,0.45058777863459737,1.0,0.10522120769912684,-0.1075678665830014,-0.1075678665830014,0.23879431000634496,0.22238701400907226,-0.13849411048017132,-0.12419709269903559,-0.08374216992770786,0.03544842807579856,0.07783815075055885,0.012911819680564351,0.06032159559980362,0.0569312221549948,0.03361131004982579,-0.11632984698470863,-0.1402949100989438,0.0037258027245900788,-0.006911626321554459,0.04388041622354395,0.06886747946632384,-0.049456915670082216,0.053526013237733934,0.018893139485557625,0.01973861440827369,0.022189609959178794,0.022168272316923206,0.005110563041840193,0.011978965183398188,0.005652774569686472,0.010645694582022157,0.005718251648614256,0.014892711653941747,-0.01132127722680252,0.009269952100313972,0.010355185921445855,0.014433057837242027,0.07218897569335826,0.00363552132421498,0.07218897569335826,0.00031605170820945985,0.015336084788281523,0.0023180807379063703,,0.01146557758566258,-0.030955150799017256,-0.004885415643469135,0.0003435884623844546
wantscal,-0.009635683607840293,-0.036816645257556506,-0.12312313395992265,-0.012588223780873186,-0.005023570308930626,-0.009385938710300832,0.20034332576889446,0.13506332686375905,-0.07205006661632231,-0.2127980706395726,-0.14852954386645514,0.1374869441581646,-0.04811556483695776,0.037858061261889876,-0.1342683592952249,0.16012815380508713,-0.0011202227003826975,-0.01644173736412372,-0.07053889279319508,0.027474354307958464,1.0,0.13800649587300107,-0.007505923797873197,-0.45053990672010474,-0.70343669298414,-0.09272240742489007,-0.01681050960592526,-0.04388725046716941,-1.0,-0.31059477104629474,-0.12288497188295179,0.4699856735360229,0.566946709513841,0.3459256997575576,0.01376030812438196,-0.13366984625348652,-0.34128405375089593,0.08571733764194554,0.7725767500335733,-0.17543222355270904,0.40455595503167613,-0.08975424728346501,-0.06907865778426457,0.30057805000934973,-0.025524256542704425,0.8637370858789618,1.0,0.08641227773106418,-0.11157016424484813,0.019770711629138963,0.3885143449429056,0.05731215767561758,-0.03923547024313586,0.03988537067979603,0.2241584656212289,0.040037485199656844,0.22417103454164938,-0.24732903665983869,0.2409717014766163,-0.2550341180712675,-0.2614484515537808,-0.15197527781110245,-0.026845283475626057,-0.12861702319391372,0.02137688454881063,-0.04515143689833217,-0.01625670748505409,-0.4490789962657845,-0.28938951787790546,-0.44946435043486904,-0.3094882487325367,-0.21205899049467786,0.21382873824094226,0.21382873824094226,-0.24530124713415055,-0.21556155159411736,0.14929494557303136,0.1486618663916669,0.10779642626722867,-0.03047900685227588,-0.052314319919139464,-0.022799795732525007,-0.028449581965173127,-0.03587560097395448,-0.04685145812347789,0.17609063049280604,0.17251242421971555,0.018780807364509936,-0.023376537682483742,-0.04738760013091722,-0.10454795556720331,0.02098493518645083,-0.0265048760783317,-0.019912428145940825,-0.02162498265572649,-0.019912428145940825,-0.02162498265572649,-0.012648270841895067,-0.012595306548940834,-0.004319318686222853,-0.008161480560532354,-0.0028069925676618137,-0.016906326585155992,-0.006986718375202643,0.01269115774914422,-0.01876923709155365,-0.025828452226114147,0.17759887381914113,0.49135740883986245,0.17759887381914113,0.5224048593175419,0.014478244428846305,0.0012534043381440057,,-0.03559928357314108,0.14667745565382606,0.18538991756009873,0.03607627302294107
oldwantp,-0.009366290778525363,0.008557915372668132,0.09063222209626373,0.0026637126686846575,0.0035104679442074776,-0.0128004671059682,-0.002413948769785269,-0.14093775717099938,0.05700203272794937,0.10570328451633801,0.1314543842188572,-0.12107076802945844,0.09779801634915532,0.04563080803838797,0.09757269190783016,-0.15498260496951663,0.0728951666682209,0.06869470388406636,0.06139939057109825,-0.02398955791685287,-0.1483061272772161,-0.10832965607494681,0.04202569479125893,0.2163211310778538,0.4446053420673311,-0.027387646376854976,-0.049329075957402185,0.1344627949851001,-0.5089025260615638,0.3964407542068665,0.2624538918997019,0.20288924513469858,0.08680003787638842,-0.17273104073324577,0.08664200689721624,0.08661242594208396,0.32773728104660216,0.3328177444703863,-0.21781643132003542,0.9183038349228526,-0.5214769267935163,0.3101070307755081,0.2914412783860246,0.16535760162172167,0.07302705318782671,-0.2432803814043174,-0.28938951787790546,0.022611342243956854,-0.027403766597769434,-0.18060487751429036,0.062499999999999986,0.007356962981762732,0.031969011639721205,-0.07117159405632846,-0.20624964920845476,-0.07110453496486573,-0.2061554196132919,0.3084226254644861,-0.3004698310147955,0.31915113070188,0.31075810161840217,0.12284362245153661,0.08810943539645462,0.16864507886678437,-0.02614917065048501,0.11487234455475787,-0.007033541584581492,0.45170408973901477,1.0,0.45150158404221746,0.9974038045436828,0.1055475107010958,-0.10786464363851338,-0.10786464363851338,0.23945223202420132,0.22354172436207295,-0.13900155002270106,-0.12483065599870016,-0.08270153225104204,0.03470958926779313,0.0767656896498132,0.01330337628469766,0.06095020736708431,0.0573071446096158,0.03461245423671806,-0.11648489921371374,-0.14043910001925025,0.004228307813363394,-0.00838012413192779,0.043772211441876124,0.06830768055173762,-0.0497044804386695,0.053269428727521675,0.018779612884655985,0.01957535446566985,0.022067258055275176,0.021998777821695074,0.005743784035745663,0.01175659978697982,0.006343019121356261,0.011357733357570815,0.005561666135980955,0.014778844745045545,-0.011336110268325032,0.009184167414943004,0.01024299409124675,0.014325730368383088,0.07185326081822706,0.00353355825327587,0.07185326081822706,0.03509225463286835,0.015271552512072847,0.00227225657037701,,0.013142226673206572,-0.02924621684648714,-0.004935013897208361,0.0005277962960391891
wantresp_i,-0.008544126355378781,0.007528929740583581,-0.06894502533266915,-0.0055989693786286515,-0.00231624320290609,0.009460886835507772,-0.00795043076600863,-0.012756397684578858,-0.014934515736556048,,-0.016666191728041086,0.002663041826314508,0.03151952272343533,0.0159644165579291,0.0031624821507370325,,0.017527347330075903,0.016550883966489606,-0.03830702455587994,-0.0014149034177964274,,-0.021605669663971087,0.00853461394186884,0.046767377409084314,0.10108352017282403,0.005245070709489913,-0.008217697039306535,-0.02637225138141143,,0.14310419985561326,0.27749668088100937,-0.9638596566550149,,0.6604357124005973,,,,0.027859076866535982,0.1559856657141916,0.08675906485617288,0.019576377243705225,0.0671071182202869,0.05281887972960511,0.12713116651743217,0.01586467509836029,0.2514811654096534,0.17759887381914113,,,,,0.005786425540463467,0.02885119978766146,-0.0057991276584057885,-0.009303573369023647,-0.0057825397050257875,-0.00927774934604845,0.03713987816757221,-0.039397453954830304,0.038691496212505776,0.030483019221015834,-0.01871531961191996,0.01760847253890845,0.007888612488897434,-0.004459247820563422,0.03905840844766106,-0.01217906594349113,-0.02276017956730265,0.07185326081822706,-0.022745262668094353,0.07218897569335826,0.002214016815577506,-0.002061514663812569,-0.002061514663812569,0.03186944368768241,0.025741332651351593,-0.01273519604678024,-0.005430957753023797,-0.02126197318848204,0.0015835567158271051,0.013888643535071857,0.010984582910877682,0.014713374620731095,0.02554098669218264,-0.002566673821124518,-0.016185791078489095,-0.015203567443285056,-0.006240084827347363,0.002060818008527888,-0.010605547811717242,0.018358758845732917,-0.013419762868702601,0.01964012440116957,0.02047121719241608,0.010521528704309925,0.01967576890079216,0.010205349956176387,-0.0011767374237114906,-0.01052137277920598,-0.007702215892378499,-0.006472250472082282,0.0005628812043102752,0.018240763586735577,0.0583040465863597,0.045567298760831064,-0.004885651201306117,0.022708071829640217,1.0,0.22273792320607855,1.0,0.1915270722491426,-0.001890392678395572,-0.00218296034754589,,0.003656698081407328,0.03271156515724696,0.14439931734088096,-0.0039106711775035875
oldwantr_i,-0.008544126355378781,0.007528929740583581,-0.06894502533266915,-0.0055989693786286515,-0.00231624320290609,0.009460886835507772,-0.00795043076600863,-0.012756397684578858,-0.014934515736556048,,-0.016666191728041086,0.002663041826314508,0.03151952272343533,0.0159644165579291,0.0031624821507370325,,0.017527347330075903,0.016550883966489606,-0.03830702455587994,-0.0014149034177964274,,-0.021605669663971087,0.00853461394186884,0.046767377409084314,0.10108352017282403,0.005245070709489913,-0.008217697039306535,-0.02637225138141143,,0.14310419985561326,0.27749668088100937,-0.9638596566550149,,0.6604357124005973,,,,0.027859076866535982,0.1559856657141916,0.08675906485617288,0.019576377243705225,0.0671071182202869,0.05281887972960511,0.12713116651743217,0.01586467509836029,0.2514811654096534,0.17759887381914113,,,,,0.005786425540463467,0.02885119978766146,-0.0057991276584057885,-0.009303573369023647,-0.0057825397050257875,-0.00927774934604845,0.03713987816757221,-0.039397453954830304,0.038691496212505776,0.030483019221015834,-0.01871531961191996,0.01760847253890845,0.007888612488897434,-0.004459247820563422,0.03905840844766106,-0.01217906594349113,-0.02276017956730265,0.07185326081822706,-0.022745262668094353,0.07218897569335826,0.002214016815577506,-0.002061514663812569,-0.002061514663812569,0.03186944368768241,0.025741332651351593,-0.01273519604678024,-0.005430957753023797,-0.02126197318848204,0.0015835567158271051,0.013888643535071857,0.010984582910877682,0.014713374620731095,0.02554098669218264,-0.002566673821124518,-0.016185791078489095,-0.015203567443285056,-0.006240084827347363,0.002060818008527888,-0.010605547811717242,0.018358758845732917,-0.013419762868702601,0.01964012440116957,0.02047121719241608,0.010521528704309925,0.01967576890079216,0.010205349956176387,-0.0011767374237114906,-0.01052137277920598,-0.007702215892378499,-0.006472250472082282,0.0005628812043102752,0.018240763586735577,0.0583040465863597,0.045567298760831064,-0.004885651201306117,0.022708071829640217,1.0,0.22273792320607855,1.0,0.1915270722491426,-0.001890392678395572,-0.00218296034754589,,0.003656698081407328,0.03271156515724696,0.14439931734088096,-0.0039106711775035875
parity,-0.00835481003686884,0.4425000421172989,0.38115960946485244,-0.007203655682581592,0.003943147204772027,-0.00872742285571756,-0.14637152130713504,0.010678557537014154,0.018556889127734504,0.0,0.027171074546588576,-0.07252632967655301,0.2169902802952539,0.011951136926458857,0.04075548822122778,-0.01992047682223995,0.18757475612928973,-0.0044667925296123555,-0.027259445191624137,0.06449160230507593,-0.15858788812972124,-0.020556580110648693,0.0586043802881339,0.07670965815319006,0.07180835408881518,0.07210901165127169,0.10010317379372083,0.2506258386957361,0.6041670947897597,0.07542415665382175,0.16209265845111917,0.07567380904458758,0.3667434323290368,0.007442607047196202,-0.01971701456635299,-0.0217202139599064,0.08041526814642119,0.14051084710144457,-0.011438987502289902,0.0649276085510918,-0.003644341644706846,-0.05149598650982494,0.012507363555410008,0.08126706667865326,0.011402713347853555,-0.0270608558410344,-0.03587560097395448,0.023253993865811104,0.08940433075109358,0.0909608150018385,0.24999999999999994,0.1588526829608861,0.5876449457737247,-0.19705397468173372,-0.013246156652736171,-0.19704496273885772,-0.013268414845367027,0.09343865256697541,-0.06816786300752997,0.09727009192198266,0.06027987968686845,0.01461836207276527,0.06286150375364039,0.08400681634618601,-0.010858032837993992,0.07506238800014242,-0.13467365289949298,0.12879063050277975,0.0573071446096158,0.12891025205837658,0.0569312221549948,-0.18198123836636362,0.17783044026169523,0.17783044026169523,0.08406332585601496,0.05993390119895066,-0.2244286060106191,-0.23141422368880918,-0.11249120790883871,-0.08233670935428979,0.003591056059390893,0.06848023300784295,0.7016639268554337,1.0,0.03844323711747522,-0.20389837584996492,-0.3156557605720895,0.14823653031377124,-0.0038112237669959506,0.036823329854891854,-0.026511002581764663,0.03650150098010893,-0.00467368222947867,0.08307991971577845,0.028724418769470232,0.08133311414765033,0.028674459435278278,0.08197584984886606,0.12602003250759847,0.06838075913026574,0.09024470467901316,0.029957751816611825,0.09843723155967173,-0.008807253397261329,0.04020461883394138,0.06792575520826204,0.0666145079565489,0.02554098669218264,0.015493497518038002,0.02554098669218264,0.020139517702501095,-0.01291129951219817,-0.010170312843849944,,0.04962536745702761,0.036578112461084084,0.0006972400217961259,0.0010030009684545986
datend,-0.00721071056489341,0.18274790864894788,-0.2639709211532595,-0.025648868763856213,-0.019533319763255598,0.014778339713252502,-0.07149013240379327,0.26852466732545727,-0.01879544771522064,0.1272509154036918,-0.007491315736948376,-0.0017931600129726542,-0.011685234385065331,0.021755268861628766,0.014678086787564708,0.26215714934490786,-0.05222217763201268,-0.031249954386585573,-0.10348139864656292,-0.04384984263264093,-0.1835633954043106,-0.07297843010200343,-0.12285653359472604,-0.01800368339698609,-0.08775650974671476,0.003354756084942798,-0.11388924153884745,-0.08514515584731666,0.09074268398912853,-0.13297500605010473,-0.02463560456933228,-0.016587668884273227,0.08713964006538101,0.0666908901730247,0.03253196325536862,-0.028749264783191043,-0.06021654504965932,-0.04362564094574806,0.04623157260518017,-0.05524671526528681,0.04331162342475485,-0.013841441445067314,-0.04985933810453781,-0.050641240266961936,-0.04506359217639501,0.04917073900159317,0.03988537067979603,-0.04253660619929785,-0.11672924067195153,-0.02412729341790995,-0.48989960111331426,-0.4865466599313757,0.16517517731473555,1.0,0.4104910649741647,0.9999806476805713,0.4105950888620981,-0.07118852669510747,0.0817677537913164,-0.07689586835875355,-0.10496067902187453,-0.008692946312597035,0.02787926246678038,-0.004548633017564973,0.013664320158089991,-0.05158491893488268,0.018863167443290398,-0.07749435513352838,-0.07117159405632846,-0.0777421311752163,-0.07173678877858067,0.6316878469194916,-0.6290830694593267,-0.6290830694593267,0.005296978302436072,-0.04485534116505046,0.1374894036252253,0.1190729263824674,0.10157198187964941,-0.023077933902560317,-0.0526449506517417,-0.10913736629549317,-0.1856292165316735,-0.19705397468173372,0.06984903010270925,-0.13995401118861747,-0.02709692375661985,0.12584311516962543,-0.020541163106106253,-0.0479153866514591,-0.02435592254132094,0.002700522223095782,-0.08818604699939346,0.007135157764395331,0.016007865811154567,0.006460437825846021,0.015453476663373947,-0.056645979978670116,-0.035077069370871856,-0.057878186534563655,-0.053180095611216505,0.06079241741392729,0.013043546576571937,0.02242289150045341,0.0029336154826813165,-0.0031647568981444463,0.005266351852922502,-0.0057991276584057885,0.010860246939225396,-0.0057991276584057885,0.00903537223116602,-0.002703489246674428,0.020361035536875103,,-0.03985621660993978,-0.014562028187919887,0.0033282011541997682,0.02910183310682127
wantpart_i,-0.006969110401142652,0.017368528578498525,0.21976226824788378,-0.007509855602524084,-0.006397204256798001,0.004956084214660086,-0.007950430766008708,-0.003377196294664395,0.0189551220124668,,0.014122279419115811,-0.011835122841988283,0.02570355317398297,0.036402058584161935,0.008043351129515175,,0.008771551689687592,0.07632740622067606,-0.03830702455587948,,,,0.01614997580081928,0.024594431850966575,0.02312432298946803,0.0017561170687501214,,,,0.12095626270278627,0.0876902474885298,0.35115063436294447,,-0.008252084406933705,0.029235543579772857,0.0409580283192412,0.029285405704126244,0.14958841898092282,0.47668301504634963,0.11243939491690712,0.41293064037226657,0.09839075721643452,0.08840005858529001,0.30650021396266686,-0.003472948812108252,0.6283854917179155,0.5224048593175419,,-0.020621443242043395,,,-0.0008476347137690495,0.022893900028618554,0.00903537223116602,0.00232956643371125,0.009136071446370226,0.0024470838663625955,0.022589206707923703,-0.02296623202723932,0.026698494688327957,0.03138169093181431,0.0389681102776148,0.03628737285714658,0.006807347525803076,-0.001559450414774072,0.02638898757505847,0.016630561839866654,0.017831616897610446,0.03509225463286835,0.01784623381465974,0.00031605170820945985,0.006878599229955753,-0.006651029514403774,-0.006651029514403774,0.013516287200572708,0.01734869794646952,-0.013502504829563527,-0.006768226254060959,0.0030013600624406193,-0.01175973651007434,0.003842403415746431,0.01195133337833718,0.022760016216126062,0.020139517702501095,0.005201452554479238,-0.018871620635832306,-0.009104098367183499,0.0015213654758947047,-0.0257977152066766,-0.010986780767145347,0.024145161863748505,-0.005678855817669864,-0.004508527366939129,0.042398074076196515,0.027546238229484068,0.04113257611613791,0.027085924753275408,0.04339339796915825,0.05375870045301332,0.038132063902913536,0.02363739251542133,0.010762858160080824,0.038868638573212384,0.10826629878623417,0.08731277188267168,-0.002670916652828854,0.046600961574233685,0.1915270722491426,0.8656833426719208,0.1915270722491426,1.0,-0.0010334510338685088,-0.001193393655110087,,0.041145716980823914,0.09117230138781963,0.1991649163670654,0.010113774652931869
fmarcon5,-0.006410608866692323,-0.11111983797803213,0.20490960685682857,0.011309301588192778,0.013831957791534276,-0.020510964177226563,-0.013785062152139312,-0.35513916623920916,0.07651135491189084,0.11952286093343932,0.18834060468606448,-0.14070808723589262,-0.1091093669625421,0.07599437897992739,0.08972239627979195,-0.2653724462171377,0.1145889491522609,0.11198329968128332,0.06309987384695752,-0.043861000541107524,-0.3605773860967518,-0.16154679412497458,0.05685103827993246,0.20048918096622328,0.46114643128724536,-0.12490421652649114,-0.18747852664911052,0.021272300427495262,-0.7467394754878787,0.330892187406598,0.07304821323075665,-0.0998662247876941,0.04545454545454545,-0.18596941078891682,0.03431811447234993,0.08388600578333824,0.2504207445963635,0.15678472734681523,-0.17746908780068618,0.26595751425758335,-0.15598647029995164,0.32202797606020495,0.24839251992245434,0.17839654161978907,0.09605719855823647,-0.20280418297606895,-0.2614484515537808,0.052208952515746046,-0.06316950735344447,-0.2100494158230526,-0.37499999999999994,0.030004681486572947,-0.10893883268052203,-0.10496067902187453,-0.4812667160732506,-0.10490945549739823,-0.4811584728234667,0.8654986868029612,-0.8567188206235702,0.8450332339087705,1.0,0.14110098466299867,0.12684426060681903,0.3095431154853177,-0.04524730122703344,0.20705392976706183,-0.018848219558571643,0.3056867390018065,0.31075810161840217,0.30553880422416485,0.3105088907210217,0.3062152951726708,-0.3082624986814997,-0.3082624986814997,0.5798423352339653,0.47621484304136413,-0.2912624699413056,-0.268157956133154,-0.24499615602482624,-0.04025366327497033,0.13299420507967769,-0.025145182508995566,0.08063458818484263,0.06027987968686845,0.10785647032180126,-0.31743341362729055,-0.3139451837471709,-0.0049776943657173535,-0.059085963911035405,0.057532806448541154,0.056029757083071854,-0.003762960070462262,0.06556458417024086,0.01610017127204136,0.0025318209544114914,0.018372783611316213,0.0044108900339006945,-0.0776311029807766,0.04084372640095862,-0.07740240643098957,-0.1147517894698453,0.012496037030894254,0.01189683985227064,-0.004812401260693236,0.005403645072260177,0.005060001745373793,0.016006822506312617,0.030483019221015834,0.027762307801873023,0.030483019221015834,0.03138169093181431,-0.0016634454678075242,-0.009193500884359567,,0.02834156654472689,-0.0039896115743083905,0.010142018496311416,0.001055181711236607
pregnum,-0.005882772361520452,0.6475033055394211,0.266023814110433,-0.005207236488865776,0.004755915180156763,-0.01771234222702599,-0.0025769324667217343,0.009482513319621575,0.01337629967638153,-0.264258211290845,0.09823256191495745,-0.11058018365542616,0.2564514867570344,6.830180710987611e-05,0.043920490633768725,0.31933900659008674,0.14364740555853464,0.004759441545778938,0.01043147948657011,0.065999683724529,-0.16470217296226292,0.0018011424158766434,0.06734450595626534,0.12263151302627859,0.08754479619689066,0.0692538919392645,0.12046140924737612,0.18974394430959918,0.4948416204944698,0.0625225056693962,0.14782439891325916,0.12820895347219266,0.2089179126232981,-0.003192371958498643,-0.0010008170850174828,0.011085756865278086,0.05772376839887268,0.16040156100651368,-0.01369364234678019,0.06827490199507075,-0.0028200758411962646,-0.04836460612961116,0.026828505182126303,0.0913687799551674,0.012342989402796335,-0.0167882855038808,-0.028449581965173127,0.13479301793964524,0.014613789222576036,0.05370105751994692,0.35355339059327373,0.16624622628096367,0.47767538846006474,-0.1856292165316735,-0.018952160189977113,-0.18561073892890836,-0.01895951910496324,0.11041749312876821,-0.08944592910796555,0.11849090642605704,0.08063458818484263,0.027368582469207165,0.04130754989022555,0.08818286095991101,-0.009392873939635062,0.054419677043611614,-0.0966885578721909,0.13125990339743326,0.06095020736708431,0.13144073629725758,0.06032159559980362,-0.16593093503326473,0.16285822168019456,0.16285822168019456,0.10118436311991484,0.09228841466028276,-0.18797722676856435,-0.18839922655476973,-0.12719164279356623,-0.029690248389102863,0.04398605983312648,-0.0586601958889118,1.0,0.7016639268554337,0.05584318910944742,-0.20555476161813613,-0.2611277932356649,0.11696914883557395,-0.006633784928716053,0.02405618439612821,0.042026303951461806,0.0434040397193365,-0.009528032411181837,0.02647406006749265,0.010147077962948257,0.02515289380765698,0.009576747227706198,0.07781191997200966,0.0819369326781565,0.06222235286894487,0.08346265252282535,0.009278090209636002,0.02903228658617509,-0.014608351486783636,0.008757314517090099,0.024006160569119174,0.022269401616946065,0.014713374620731095,0.015307850602645216,0.014713374620731095,0.022760016216126062,-0.004651270421218351,-0.011120173976117928,,0.13940482367790202,0.006059406857398945,-0.009630684871152274,-0.0025869807367611707
rcurpreg,-0.004611082119475758,0.04370363235193311,,-0.0026682537293348787,0.0016235340030340921,0.00642306949698326,,0.03815298356163367,-0.029396449701919448,0.2132007163556105,0.029731914245048376,-0.024746687764026137,-0.01234717843716287,0.00859760968523476,-0.01460071675630795,,-0.03796519523609528,-0.020824090018676317,-0.026268611937126634,0.023206863612152667,,6.229804438691848e-05,0.0069859764656387095,-0.0016124289568982886,-0.021064492494390758,-0.013266136338177734,-0.013061615948022671,0.18750554001825206,0.19573174079290917,0.010876397003749021,0.040819799150216385,-0.024521641279818887,0.0657951694959769,0.009299528113999965,0.011128121899921795,0.016273696154112498,0.017870501429086347,0.03858931763612106,-0.0023521296696856152,0.016906462673661107,0.008013413064440991,-0.009522485897392697,0.025667833797877453,0.01845666244759002,0.016243415406941006,-0.00616754044609155,-0.022799795732525007,-0.049635415290027726,0.0058796355350708785,-0.052011655629762094,,0.03877632643074031,0.042784649867035285,-0.10913736629549317,0.04452646669721604,-0.1090945079173782,0.04454846799172191,-0.020964997129015825,0.025688297175809817,-0.016382244783617755,-0.025145182508995566,-0.05247510221773492,-0.00787270010118008,-0.005029231244939958,-0.017585423703721903,0.04249791022054777,0.014637198656398379,0.01645104796048536,0.01330337628469766,0.016413694413966305,0.012911819680564351,-0.14487339446499362,0.14387359940523917,0.14387359940523917,0.01098750556008509,0.05262407414367778,-0.009052104215865503,-0.0009188333500229283,-0.03170744445209086,0.03298351667796553,0.016253847075866513,1.0,-0.0586601958889118,0.06848023300784295,-0.06416302033514416,0.042680837640282944,0.007829863653741316,-0.0712551155109493,0.026494837957194463,-0.008663496861489293,0.03228919355063814,0.0017596645339923948,0.0030854780039574824,-0.003795621217045356,-0.012038879062230513,-0.0031768099749025992,-0.01151348943910246,0.03931004735363713,0.005339575293887454,0.036403337192610394,0.03619167081395171,-0.021246597152133763,-0.002036958055159059,0.003906482126971048,0.007445776099786952,-0.0015827835951818254,-0.004740814835560177,0.010984582910877682,0.010346070228349899,0.010984582910877682,0.01195133337833718,0.0039064821269704985,0.004511070995478519,,0.005964979744655438,0.018021135621457636,-0.012072491000048775,-0.013784767600896393
cohpbeg,-0.004476646293558062,-0.1643216703360272,0.05103840016192157,0.008668012687697213,0.007097359219149898,0.0027110914638343473,0.148096918873639,-0.18750937633957904,0.026237447789655637,0.0,-0.03209098692865254,0.045955516628727947,-0.0801468956724851,0.04222597557997259,0.05243694639516395,0.49999999999999983,-0.036244247127391396,0.005315284078608442,-0.005052065551819062,-0.061466753901035016,,-0.0991085325347653,-0.016017876277707444,0.09821364875082912,0.3460844930976065,-0.058368818877481056,-0.05230055514589527,-0.24773670410740203,0.15103052333254427,0.2662331115356688,0.08732038624984817,0.08915070518463301,0.11834526708278767,-0.11471495967695232,0.06366218616188585,0.05261122948390507,0.21259665613608952,0.20600176503326903,-0.024233631551702255,0.3054951465171008,-0.11802153151354666,1.0,0.6674560850732287,0.1259654063147581,0.05381162683795561,-0.010530164620255517,-0.08975424728346501,0.09575873699225523,-0.060700629064424895,-0.4395299317849599,0.408248290463863,-0.035088020602311525,-0.15544601258194454,-0.013841441445067314,-0.2191220298612318,-0.013899525614226457,-0.21912192242229042,0.3168088503089007,-0.3242440054817071,0.35960718250147355,0.32202797606020495,0.02809573472230618,0.049942461772150885,0.08677965316967097,-0.014083886982621557,0.0860116381833375,0.029436236382675566,0.22022454520299214,0.3101070307755081,0.21989606034594342,0.30694954061700797,0.14429781330664812,-0.146293600082216,-0.146293600082216,0.17373293235137302,0.1967687984810968,0.013223072785384888,0.02680229185327096,-0.20126637287102117,0.13676121354615703,0.17237533963816865,-0.009522485897392697,-0.04836460612961116,-0.05149598650982494,0.04933039776009302,-0.08574377396092782,-0.03593715007439488,-0.03872073054660301,0.038286349495953435,0.035463419125297,0.15724370963842071,-0.04796335952334743,0.05915323573857843,0.010624303336957925,0.006524240856243985,0.014281498032512571,0.009769297979853903,-0.16195100937861723,-0.02978803470038682,-0.15127279608454483,-0.16013100684915935,-0.0010417153283803502,0.008347467612287787,0.038002125010384795,0.005367252811530946,0.0060502839634574,0.014393456430203481,0.0671071182202869,0.08263348754577468,0.0671071182202869,0.09839075721643452,0.02425565523732415,-0.010653417726844456,,0.02028123991635724,0.026546703862429275,0.06945863152638908,-0.02969401792052474
